graphs_name,embeddability,embeddability_bool
MA?k@CRA?`hIgEp_?,unembeddable,unsat
MAC@C?BPOPC`b_{@?,13-grid embeddable,sat
MAC@K?@POPCDb_{@?,9-grid embeddable,sat
MAEJ@A??@awK?kBC_,embeddable,sat
MAG?C?cA_iOYPg}??,embeddable,sat
MAG?C?cAocOhPg}??,embeddable,sat
MAG?C@BHOSA``_}?_,5-grid embeddable,sat
MAG?C@BHOc@``_}?_,5-grid embeddable,sat
MAG?CAEA_eCgPD}??,5-grid embeddable,sat
MAG?CAEA_ggWHP}??,minimally unembeddable,unsat
MAG?CAEC_WgWHP}??,embeddable,sat
MAG?CAED?SCYPQ}??,5-grid embeddable,sat
MAG?CAED?SCiOq}??,5-grid embeddable,sat
MAG?CAEOpI@OD@}??,5-grid embeddable,sat
MAG?CAEOpIAOB@}??,5-grid embeddable,sat
MAG?CCcA__ohPg}??,13-grid embeddable,sat
MAG?CECA_dCgPD}??,13-grid embeddable,sat
MAG?CECB?cGiGi}??,embeddable,sat
MAG?CECB?dCWPD}??,13-grid embeddable,sat
MAG?CEDC_SG`HD}??,5-grid embeddable,sat
MAG?CIAA_gGiGi}??,minimally unembeddable,unsat
MAG?CIBP@GAPAc}??,5-grid embeddable,sat
MAG?CIBP@G`OC`}??,21-grid embeddable,sat
MAG?H@?DOTOK``}??,7-grid embeddable,sat
MAG?H@@D?SOe_q}??,minimally unembeddable,unsat
MAG?I?`A_gOo_]}@?,embeddable,sat
MAG?K?`OOh@Q`_}?_,5-grid embeddable,sat
MAG?K?dOOOaP`_}?_,13-grid embeddable,sat
MAG?KA?AgeGcHP}??,embeddable,sat
MAG?KA?CgUGcHP}??,minimally unembeddable,unsat
MAG?KA@B?cGiGi}??,minimally unembeddable,unsat
MAG?KA@P@G`SCo}??,9-grid embeddable,sat
MAG?KAEA?_giGq}??,5-grid embeddable,sat
MAG?KAED?SCIOR}??,5-grid embeddable,sat
MAG?KAEGQ?`PDO}??,5-grid embeddable,sat
MAG?KAEGQAAaAa}??,5-grid embeddable,sat
MAG?KIAA?_giGi}??,minimally unembeddable,unsat
MAG?KIAD?SCEOR}??,13-grid embeddable,sat
MAG?KIAOP@@QDA}??,7-grid embeddable,sat
MAG?OaC_PGgR@w}G?,unembeddable,unsat
MAG?k?@?YPCab_{@?,embeddable,sat
MAG@?eD_?O_bP`}??,embeddable,sat
MAG@CCTAC?_bP`}??,embeddable,sat
MAG@CEDA?__bP`}??,embeddable,sat
MAGC?_`BCG_[P`}??,embeddable,sat
MAGC@?OBKI?[P`}??,5-grid embeddable,sat
MAGC@CTAC?_bP`}??,13-grid embeddable,sat
MAGC@H?AGg?r_w}??,embeddable,sat
MAGCG_G_HI?MP`}??,embeddable,sat
MAGCH@?AGg?j_w}??,embeddable,sat
MAGCK?GCHI?MP`}??,embeddable,sat
MAGOC?B@QPCQb_{@?,minimally unembeddable,unsat
MAGOOGB_@GgR_[}??,unembeddable,unsat
MAGOQ?__?d`ioohG_,13-grid embeddable,sat
MAH?`?G_?I_VrGko?,unembeddable,unsat
MAI??@MaR_AgGp_e?,unembeddable,unsat
MAI??@XJECOgK`?u?,unembeddable,unsat
MAI??@[cRCDG@p_e?,unembeddable,unsat
MAI??@hFECOgK`?u?,embeddable,sat
MAI??AKW`IIHEg_s?,unembeddable,unsat
MAI??AcW_YIKEa_s?,unembeddable,unsat
MAI??BIkOk@gOPGa_,9-grid embeddable,sat
MAIAHGGC?B?RsIiD?,minimally unembeddable,unsat
MAITC?GO?XgQKO?X_,21-grid embeddable,sat
MAOkc?_?@awK?kBC_,9-grid embeddable,sat
MAPTCO__@KAK?LAE_,embeddable,sat
MAQLE?_C@`_K?dB@_,embeddable,sat
MAQTE?GG@D@a?TCI_,unembeddable,unsat
MAQcU?_C@D_KCDB@_,13-grid embeddable,sat
MATDCG__@KAK?LAE_,embeddable,sat
MAUDE?CG@D@a?TCI_,minimally unembeddable,unsat
MAUeC?_??a_UBDGY?,25-grid embeddable,sat
MAYUC?_??a_UBDGY?,5-grid embeddable,sat
MA_H??P_aG_NHo}??,embeddable,sat
MA_OO?`O_Ece`Q}??,unembeddable,unsat
MA_OP?@`@CgT@[}??,unembeddable,unsat
MA__?AKW`IIKEa_s?,unembeddable,unsat
MA__?AcW_YIKEa_s?,unembeddable,unsat
MA__?_H?hCogP`}A?,unembeddable,unsat
MA__O?PO_Ece`Q}??,unembeddable,unsat
MA__O?PO_KcM`Q}??,unembeddable,unsat
MA__O_?`HBGT@s}??,unembeddable,unsat
MA__O_@GGDogPb}C?,unembeddable,unsat
MA__O_@O_Dcd`S}??,unembeddable,unsat
MA__b???GH`YkgrA?,minimally unembeddable,unsat
MA_c??FS\CB_APWA_,unembeddable,unsat
MA_c?AHPPEMCCaBC_,embeddable,sat
MA`cU?_C@D_KCDB@_,13-grid embeddable,sat
MAa@??ZHQKGHa@KC_,5-grid embeddable,sat
MAa@??Z`QKGHI@KC_,unembeddable,unsat
MAa@??jDQKGHa@KC_,unembeddable,unsat
MAa@?AJDQKGHI@KC_,unembeddable,unsat
MAaA??TA`A?ZxAMK?,unembeddable,unsat
MAcb?I??@owK?k@S_,embeddable,sat
MAdBCG__?HcK?eE@_,9-grid embeddable,sat
MAdBD?C_?HcK?eE@_,13-grid embeddable,sat
MAdDE?CG@D?e?TEA_,13-grid embeddable,sat
MAdd??@?@awK?kBC_,9-grid embeddable,sat
MAde@A???o_e?tGY?,5-grid embeddable,sat
MAgR?I??@owK?k@S_,embeddable,sat
MAga_I??@owK?k@S_,embeddable,sat
MAh?@Co??D_ieDpa?,minimally unembeddable,unsat
MAhCM?_C?BeC@`AE_,13-grid embeddable,sat
MAhUC?_?@D_kEC?T_,13-grid embeddable,sat
MAhcE?AC?L_KCDI@_,embeddable,sat
MAi??co??D_iYDpa?,unembeddable,unsat
MAi?@Co??D_iUDpa?,minimally unembeddable,unsat
MAj@?`?_?M?VCSIG_,13-grid embeddable,sat
MB?K@@?_?{G[`KIS?,embeddable,sat
MB?K@@?_?{O[QSHK?,minimally unembeddable,unsat
MB?KA?__?{G[`KIS?,25-grid embeddable,sat
MB?KA?__?{O[QSHK?,embeddable,sat
MBALC?GO?TgaKO?X_,embeddable,sat
MBALC?GOAW_UKO?X_,embeddable,sat
MBICK?GO?XgQKO?X_,unembeddable,unsat
MBICK?GOAW_UKO?X_,unembeddable,unsat
MBOC@G??GH`YkgrA?,unembeddable,unsat
MBPCKO__@B@SCD@E_,5-grid embeddable,sat
MBPCKO__@a@S?L@E_,13-grid embeddable,sat
MBPCL?G_@PaA?X@`_,embeddable,sat
MBPDCGG_@D@KCD@E_,9-grid embeddable,sat
MBPDCOC_@GaE?hAQ_,minimally unembeddable,unsat
MBPDCOC_@KAK?LAE_,embeddable,sat
MBPKCC__@B@SCD@E_,9-grid embeddable,sat
MBPKCC__@a@S?L@E_,unembeddable,unsat
MBPLC?@_@B@SCD@E_,minimally unembeddable,unsat
MBPLC?@_@D@KCD@E_,minimally unembeddable,unsat
MBPLC?@_@a@S?L@E_,embeddable,sat
MBQICC__@DaA?XB@_,21-grid embeddable,sat
MB_??HCgOSAXJIok?,unembeddable,unsat
MB_aOI??@owK?k@S_,5-grid embeddable,sat
MB`??U_??C_mMEpa?,embeddable,sat
MB`DAGG_@BaAAH@`_,13-grid embeddable,sat
MB`DE?G@?LDA?TCI_,13-grid embeddable,sat
MB`L??@?@awK?kBC_,embeddable,sat
MB`MC?_?@D_kEC?T_,5-grid embeddable,sat
MBa@K?GOAP_qKO?X_,embeddable,sat
MBbCA?GG?RcaCg?p_,9-grid embeddable,sat
MBbCA?GG@H`ICg?p_,25-grid embeddable,sat
MBhCE?A@?K`E?XKA_,13-grid embeddable,sat
MBhCE?A@?L@E?TKA_,13-grid embeddable,sat
MBjCA???GRcaCg?p_,13-grid embeddable,sat
MBjCA???HHaSAS?p_,25-grid embeddable,sat
MBq@??p_qI@C?d@B_,13-grid embeddable,sat
MC??iO_HIDPDBS{O?,unembeddable,unsat
MC?HC?hDAC?ZrA[K?,unembeddable,unsat
MC?I?_`GGWoRPo}??,unembeddable,unsat
MC?P?OHPACoTHS}??,unembeddable,unsat
MC@@?SS_@@`JPc}??,embeddable,sat
MCC?@Gg_iHhO@p{O?,unembeddable,unsat
MCC?@HG@[DdOP`{O?,unembeddable,unsat
MCCjAA??@awK?kBC_,embeddable,sat
MCDJ@A??@awK?kBC_,embeddable,sat
MCE`QA?OAW_UKO?X_,13-grid embeddable,sat
MCFDAO_??o_Y@LWI?,13-grid embeddable,sat
MCG\AA?OAP_qKO?X_,9-grid embeddable,sat
MCGkaA?OAP_qKO?X_,unembeddable,unsat
MCH?OGO?YCCF_q~??,unembeddable,unsat
MCH?OGO?{CGDGR~??,minimally unembeddable,unsat
MCHTA?G?@awKAK@c_,embeddable,sat
MCIPQA?OAW_UKO?X_,unembeddable,unsat
MCIRA?G?@awKAK@c_,embeddable,sat
MCITA?GOAW_UKO?X_,embeddable,sat
MCO@?_@AhHGg``}A?,minimally unembeddable,unsat
MCOD?G_C?H`Y[WrA?,embeddable,sat
MCOG`?@Ga@ob@w}??,unembeddable,unsat
MCO_??HChEOgP`}A?,unembeddable,unsat
MCO_??PAhEOgP`}A?,minimally unembeddable,unsat
MCO_??QAPEGk`c}A?,5-grid embeddable,sat
MCO_??QAPEGs`S}A?,unembeddable,unsat
MCO_??QAPEGs`T}A?,unembeddable,unsat
MCO_?ASW`QGkEa_s?,minimally unembeddable,unsat
MCO_?CGCHEOsPS}A?,unembeddable,unsat
MCO_?EBQ`IAqEQwG?,unembeddable,unsat
MCO_D?AC?H`Y[grA?,9-grid embeddable,sat
MCO_O_?@HEGL_k~??,25-grid embeddable,sat
MCO__?HHACoJ@w}??,embeddable,sat
MCO__OA?X@go`P}A?,unembeddable,unsat
MCO__O_?gBgq`Q}G?,unembeddable,unsat
MCOc?KICO`hIHIw_?,unembeddable,unsat
MCOc?KJC?IeEQEw_?,unembeddable,unsat
MCOc@?AC?H`Y[WrA?,unembeddable,unsat
MCOcA?wB_ioOOPGH_,unembeddable,unsat
MCOka?_?@awK?kBC_,embeddable,sat
MCPC@?X@?C_NlCYa?,unembeddable,unsat
MCQId@_G?o_c?p?F_,13-grid embeddable,sat
MCQQT@_G?o_c?p?F_,5-grid embeddable,sat
MCUb@A?O?a`K@E?h_,9-grid embeddable,sat
MCUbC@???o_e?tGY?,unembeddable,unsat
MCZ@?`?_@KALAS?k_,13-grid embeddable,sat
MC_A@G_C?H`Y[grA?,minimally unembeddable,unsat
MC_a?@`sGkD_AP?q_,unembeddable,unsat
MC`@?@`sGkD_AP?q_,unembeddable,unsat
MC`@I?_AOPaYDIwW?,unembeddable,unsat
MChRAA???a_UBDGY?,13-grid embeddable,sat
MCjB?`?G?``K?p@E_,5-grid embeddable,sat
MCjB?`?G?e@K?L@E_,9-grid embeddable,sat
MCorAA???a_UBDGY?,13-grid embeddable,sat
MCqb?`?G?b_WAD@H_,9-grid embeddable,sat
MD@J?Q??@awK?kBC_,13-grid embeddable,sat
MDAHQA?OAW_UKO?X_,embeddable,sat
MDGKIA?OAP_qKO?X_,5-grid embeddable,sat
MDHCA?pBCCGH@kAF?,unembeddable,unsat
MDHCI?G?@awKAK@c_,9-grid embeddable,sat
MDICI?GOAW_UKO?X_,embeddable,sat
MDOC?GAG?H`Y[WrA?,embeddable,sat
MDO_C?A?OH`Y[grA?,unembeddable,unsat
MDPK@?@?_Ue_oG?L_,21-grid embeddable,sat
MDQAJ?G_?B`c?eK@_,13-grid embeddable,sat
MDQBAGG_@O_s?UCH_,13-grid embeddable,sat
MDQI@?@?_Mf?oG?L_,5-grid embeddable,sat
MDZ??E?O@K?VCSAW_,13-grid embeddable,sat
MD`AJ?G_?B`c?eK@_,embeddable,sat
ME?l?Q?O?XgQKO?X_,5-grid embeddable,sat
MEA`OQ?OAW_UKO?X_,13-grid embeddable,sat
MEI@OI?OAW_UKO?X_,embeddable,sat
MEID?GGO?XgQKO?X_,13-grid embeddable,sat
MEID?GGOAW_UKO?X_,embeddable,sat
MEQb?Q???a_UBDGY?,13-grid embeddable,sat
MEh`C@???c`E@T?y?,unembeddable,unsat
MF?@@EGQCGG_AX@e?,5-grid embeddable,sat
MF?A@ECa@OG_Ai@T?,5-grid embeddable,sat
MF?A@EG`@GH?Ai@T?,5-grid embeddable,sat
MF?KAA@O`OC_Aq@L?,7-grid embeddable,sat
MF?KAAAOPOC_Aq@L?,9-grid embeddable,sat
MF?KAE?OHOC_Aq@L?,5-grid embeddable,sat
MF?KC@@G`OG_Ai@T?,5-grid embeddable,sat
MF?KC@AGPOG_Ai@T?,5-grid embeddable,sat
MF?KCD?GHOG_Ai@T?,5-grid embeddable,sat
MFaAA?_G?T@I@e@X?,unembeddable,unsat
MG???gJeCKEQRAwW?,unembeddable,unsat
MG??@hIE?KqOb@wE?,unembeddable,unsat
MG??CYAEHHaoQ`{O?,unembeddable,unsat
MG??CgeC_WpOU@wE?,unembeddable,unsat
MG??CiIMAKAOB@w@_,unembeddable,unsat
MG??GsOHKDHDbC{O?,unembeddable,unsat
MG??KGoDcO@TUOwE?,embeddable,sat
MG??KGwDcO@PSPwE?,unembeddable,unsat
MG??O]OEIcCa`BwW?,unembeddable,unsat
MG??OeCJA`?we?w@_,7-grid embeddable,sat
MG??S?sCcW?yUOwE?,13-grid embeddable,sat
MG??SCk@coAaSPwE?,unembeddable,unsat
MG??SCkEcGA`SPwE?,embeddable,sat
MG??SGk@coAQSPwE?,unembeddable,unsat
MG??S_kEcG?pSPwE?,unembeddable,unsat
MG??WaCIQ`?we?w@_,minimally unembeddable,unsat
MG??WaCKQP?we?w@_,minimally unembeddable,unsat
MG??cGcDcO@TUOwE?,unembeddable,unsat
MG??cOcAcg?uUOwE?,unembeddable,unsat
MG??cQELAQAOB@w@_,minimally unembeddable,unsat
MG??gQ@JA`?we?w@_,7-grid embeddable,sat
MG??kGg@co@ESPwE?,minimally unembeddable,unsat
MG??s?@HQPAcb_{@?,13-grid embeddable,sat
MG??s?kAcg?iSPwE?,unembeddable,unsat
MG??wGDaS`IIIIx_?,unembeddable,unsat
MG?@CLGBC_AdEcwE?,minimally unembeddable,unsat
MG?@K?P@QPBAb_{@?,25-grid embeddable,sat
MG?@S?P@QPAab_{@?,embeddable,sat
MG?AKGgB?_aLe_wE?,13-grid embeddable,sat
MG?A_gHAkoCa`BwW?,unembeddable,unsat
MG?A_oD@K[QAIDwW?,unembeddable,unsat
MG?A`IKD?O`Hc`wE?,minimally unembeddable,unsat
MG?C@LGBC_AdEcwE?,unembeddable,unsat
MG?CHIGB?_aLU_wE?,13-grid embeddable,sat
MG?CIGgB?_aLe_wE?,embeddable,sat
MG?CIocD?O`Dc`wE?,minimally unembeddable,unsat
MG?CKocD?O`DS`wE?,13-grid embeddable,sat
MG?C_gHAioCa`BwW?,unembeddable,unsat
MG?C_oD@I[EAaDwW?,unembeddable,unsat
MG?C`IKD?O`HS`wE?,unembeddable,unsat
MG?CcGkD?O`HS`wE?,unembeddable,unsat
MG?G?MWDQ_oPI`wW?,unembeddable,unsat
MG?GCCaB?cqcUOwE?,unembeddable,unsat
MG?GCCeB?cqGU@wE?,minimally unembeddable,unsat
MG?GCKaB?cqCU@wE?,minimally unembeddable,unsat
MG?GC_aB?cosUOwE?,unembeddable,unsat
MG?GCgaB?coSU@wE?,unembeddable,unsat
MG?GG`O@soDG_hwE?,unembeddable,unsat
MG?GGa?@soDKSgwE?,unembeddable,unsat
MG?GK?hFCCAPSPwE?,embeddable,sat
MG?GKCg@coAESPwE?,minimally unembeddable,unsat
MG?GK_gFCC?TSPwE?,unembeddable,unsat
MG?GO_`CaGoh_k}??,unembeddable,unsat
MG?G_O`PCGoTCs}??,minimally unembeddable,unsat
MG?G_O``AGaT_s}??,minimally unembeddable,unsat
MG?Gc?cAcg?]UOwE?,13-grid embeddable,sat
MG?Gc?cC_Wo[UOwE?,embeddable,sat
MG?GcB_eIgDO@Q?p_,unembeddable,unsat
MG?GcGaC_WoKU@wE?,minimally unembeddable,unsat
MG?Gk?g@co?MSPwE?,unembeddable,unsat
MG?H?_H_Gcgb`o}??,unembeddable,unsat
MG?H?cK_A@aJ`c}??,unembeddable,unsat
MG?I__LCSSOBHDwW?,unembeddable,unsat
MG?O@PED?SqOaPwE?,minimally unembeddable,unsat
MG?OCCcCcW@UUOwE?,unembeddable,unsat
MG?OCCcDcO@TUOwE?,embeddable,sat
MG?OCEKKaQ@OD@w@_,5-grid embeddable,sat
MG?OCSa?kGhBFG{O?,unembeddable,unsat
MG?OCUCQ?ccTBK{O?,unembeddable,unsat
MG?OK?hFCC@PSPwE?,unembeddable,unsat
MG?OKOgFCC?TSPwE?,minimally unembeddable,unsat
MG?OOHO@soDO_XwE?,unembeddable,unsat
MG?OOMW@S?dBSawW?,unembeddable,unsat
MG?OP?H_GggR`o}??,unembeddable,unsat
MG?OPCK_A@aJ`c}??,embeddable,sat
MG?OPHAD?SqCaPwE?,unembeddable,unsat
MG?OPHAD?Sr?_XwE?,unembeddable,unsat
MG?OS?@HQPASb_{@?,9-grid embeddable,sat
MG?OS?k@co?YSPwE?,minimally unembeddable,unsat
MG?OSA@D?SjGHgwE?,unembeddable,unsat
MG?OSAEKQQA_A`w@_,minimally unembeddable,unsat
MG?OSECKQPA_A`w@_,13-grid embeddable,sat
MG?OW@O@soOKIPwE?,13-grid embeddable,sat
MG?OWgI_S@dISIx_?,unembeddable,unsat
MG?OcOa?kGhBBW{O?,unembeddable,unsat
MG?P?SK_A@aJ`c}??,9-grid embeddable,sat
MG?P?q?_iH@LBc{O?,unembeddable,unsat
MG?P?y?AGLqOQDwW?,unembeddable,unsat
MG?PC?BPOPB@b_{@?,9-grid embeddable,sat
MG?PCHHBC_APAdwE?,minimally unembeddable,unsat
MG?PS?@POPADb_{@?,embeddable,sat
MG?Q@IHBC_APAdwE?,minimally unembeddable,unsat
MG?QHAWD?O`H_pwE?,unembeddable,unsat
MG?QOYOCGQcB``wW?,unembeddable,unsat
MG?S@IAD?O`LU_wE?,unembeddable,unsat
MG?SAGaD?O`Le_wE?,embeddable,sat
MG?SCGaD?O`LU_wE?,13-grid embeddable,sat
MG?SH@WD?O`H_pwE?,minimally unembeddable,unsat
MG?W?CFacaIQIQwG?,unembeddable,unsat
MG?W?DBK`QPQcQpG?,unembeddable,unsat
MG?W?cJ_c_cqQIwO?,unembeddable,unsat
MG?XAAIBC_AH?twE?,minimally unembeddable,unsat
MG?[@@IBC_AH?twE?,minimally unembeddable,unsat
MG?[@DGBC_AD?twE?,unembeddable,unsat
MG?_OcK_A@aJ`c}??,embeddable,sat
MG?__P@_Gc`b`o}??,unembeddable,unsat
MG?__q?aID?lBc{O?,unembeddable,unsat
MG?a?OO_sHAiAi}??,13-grid embeddable,sat
MG?a?_G_kI@pC[}??,embeddable,sat
MG?a?_G`KEAiAi}??,minimally unembeddable,unsat
MG?a?_G`cBagAh}??,unembeddable,unsat
MG?a?_HDOTPacawW?,unembeddable,unsat
MG?a?_H`CCaiAi}??,unembeddable,unsat
MG?a?gI_?a`F`c}??,embeddable,sat
MG@@?OPB?coe_q}??,unembeddable,unsat
MG@@?_G`SD`cCp}??,unembeddable,unsat
MGA@?_HAgeP`TCwW?,unembeddable,unsat
MGA@?_HBGePPTCwW?,unembeddable,unsat
MGA@O_HAGmOaSDwW?,unembeddable,unsat
MGAC?_HCoTE`RCwW?,unembeddable,unsat
MGAC?_HDOTDaSawW?,unembeddable,unsat
MGACH@WC?OaiAqwE?,unembeddable,unsat
MGACHPOC?OaiAiwE?,unembeddable,unsat
MGACP@SA?_`iCqwE?,unembeddable,unsat
MGACPDOC?O`dDSwE?,13-grid embeddable,sat
MGACPHOC?O`dCswE?,5-grid embeddable,sat
MGACX@OC?O`LDSwE?,5-grid embeddable,sat
MGACp@CC?O`hC[wE?,13-grid embeddable,sat
MGAH?_HAGmOQSDwW?,unembeddable,unsat
MGAH?q?CGU?VTCwW?,unembeddable,unsat
MGAPO?X?OMpASDwW?,unembeddable,unsat
MGAPOOPAOdOaOFwW?,unembeddable,unsat
MGAPO_HBGaOPOFwW?,unembeddable,unsat
MGAPOq??GQaUPEwW?,unembeddable,unsat
MGASP@AC?O`hC[wE?,unembeddable,unsat
MGASQ_g??o_Y@LwA?,unembeddable,unsat
MGASQ_g??o_Y@LwE?,unembeddable,unsat
MGC??UAHIg?we?w@_,13-grid embeddable,sat
MGC??UCGig?we?w@_,13-grid embeddable,sat
MGC??YAGig?we?w@_,minimally unembeddable,unsat
MGC??iG@YDdO``{O?,unembeddable,unsat
MGC??oF`CCiaIawW?,unembeddable,unsat
MGC?AGID@COh_k}??,13-grid embeddable,sat
MGC?AGaE?KpWdGwE?,unembeddable,unsat
MGC?AGaE?KpgcgwE?,unembeddable,unsat
MGC?C?cAgeOgP`}??,13-grid embeddable,sat
MGC?C?cAgiOWP`}??,embeddable,sat
MGC?CAAAqKCcDP}??,13-grid embeddable,sat
MGC?CAAAqKCgDH}??,9-grid embeddable,sat
MGC?CAABIKCWDP}??,embeddable,sat
MGC?CAAGoh@gP`}??,9-grid embeddable,sat
MGC?CAAH?i@YPg}??,minimally unembeddable,unsat
MGC?CAAHGUAgP_}??,5-grid embeddable,sat
MGC?CAAHGi@WP`}??,13-grid embeddable,sat
MGC?CAAHOUAcP_}??,5-grid embeddable,sat
MGC?CAAHOh@WP`}??,embeddable,sat
MGC?CABAaKCaDP}??,embeddable,sat
MGC?CABC`G@hPc}??,5-grid embeddable,sat
MGC?CABG_g`gP`}??,embeddable,sat
MGC?CABH?SagP_}??,5-grid embeddable,sat
MGC?CACA_eCiPg}??,9-grid embeddable,sat
MGC?CACA_iCYPg}??,21-grid embeddable,sat
MGC?CACAiKCWDP}??,9-grid embeddable,sat
MGC?CACG_i@YPg}??,minimally unembeddable,unsat
MGC?CACGgi@WP`}??,5-grid embeddable,sat
MGC?CACHOUASP_}??,9-grid embeddable,sat
MGC?CADC`G@XPc}??,embeddable,sat
MGC?CADG_g`WP`}??,minimally unembeddable,unsat
MGC?CADH?SaWP_}??,9-grid embeddable,sat
MGC?CAED?SCYPQ}??,9-grid embeddable,sat
MGC?CAED?SCiOq}??,embeddable,sat
MGC?CC_AggOdPo}??,embeddable,sat
MGC?CC_AgiOcP`}??,25-grid embeddable,sat
MGC?CCcCcW?uUOwE?,unembeddable,unsat
MGC?CECAHCagP_}??,5-grid embeddable,sat
MGC?CECB?cGiGi}??,5-grid embeddable,sat
MGC?CECCOSCePa}??,37-grid embeddable,sat
MGC?CECE?KigIgwE?,unembeddable,unsat
MGC?CECG?c`ePo}??,embeddable,sat
MGC?CECG?g`UPo}??,5-grid embeddable,sat
MGC?CECGAKAiAk}??,13-grid embeddable,sat
MGC?CECGGSagP_}??,7-grid embeddable,sat
MGC?CECGOc@ePa}??,13-grid embeddable,sat
MGC?CECGOd@aP`}??,embeddable,sat
MGC?CEDG?g`QP`}??,13-grid embeddable,sat
MGC?CEDT@SB?@`w@_,minimally unembeddable,unsat
MGC?CGIC@KOYPK}??,25-grid embeddable,sat
MGC?CGKC`COXPK}??,embeddable,sat
MGC?CGW_iHdO@p{O?,unembeddable,unsat
MGC?CGcAGcORPo}??,embeddable,sat
MGC?CGcAGeOQP`}??,25-grid embeddable,sat
MGC?CIAA_gGiGi}??,unembeddable,unsat
MGC?CIAE?KigIgwE?,unembeddable,unsat
MGC?CIAGAKAiAk}??,unembeddable,unsat
MGC?CIBG?WaQP_}??,9-grid embeddable,sat
MGC?CIBP@G@QCa}??,9-grid embeddable,sat
MGC?GP@G_gOF`o}??,embeddable,sat
MGC?GPCGocOH`H}??,13-grid embeddable,sat
MGC?GQ@Gig?we?w@_,embeddable,sat
MGC?GQAGYg?we?w@_,embeddable,sat
MGC?H@?DOTOK``}??,minimally unembeddable,unsat
MGC?H@CAocOH`H}??,21-grid embeddable,sat
MGC?HD?DcO@dcWwE?,unembeddable,unsat
MGC?HD?EcG@dcWwE?,unembeddable,unsat
MGC?IGID@COH_L}??,5-grid embeddable,sat
MGC?K?@HQPASb_{@?,13-grid embeddable,sat
MGC?K?GCPDOwPK}??,9-grid embeddable,sat
MGC?K?GC`HOwO[}??,embeddable,sat
MGC?K?HC@KOYPK}??,13-grid embeddable,sat
MGC?K?IC@IOqO[}??,21-grid embeddable,sat
MGC?K?KCPCOXPK}??,embeddable,sat
MGC?K?_AggOLPo}??,minimally unembeddable,unsat
MGC?K?_AgiOKP`}??,13-grid embeddable,sat
MGC?K?`OOh@Q`_}?_,9-grid embeddable,sat
MGC?K?cAGcOJPo}??,minimally unembeddable,unsat
MGC?K?cAGeOIP`}??,embeddable,sat
MGC?K@@G?gooA{}@?,5-grid embeddable,sat
MGC?KA?GOh@UPo}??,5-grid embeddable,sat
MGC?KA?POTAcGo}??,5-grid embeddable,sat
MGC?KA@AHCagP_}??,5-grid embeddable,sat
MGC?KA@B?cGiGi}??,embeddable,sat
MGC?KA@D?SCFPo}??,embeddable,sat
MGC?KA@G?g`UPo}??,embeddable,sat
MGC?KA@GAKAiAk}??,5-grid embeddable,sat
MGC?KA@GGSagP_}??,9-grid embeddable,sat
MGC?KAACQG@hGk}??,embeddable,sat
MGC?KAAGGk@IPP}??,embeddable,sat
MGC?KABD@C@HPD}??,embeddable,sat
MGC?KABJAaB?@`w@_,7-grid embeddable,sat
MGC?KACAGaCRPo}??,9-grid embeddable,sat
MGC?KACAHCaWPO}??,9-grid embeddable,sat
MGC?KACAQHCQCo}??,7-grid embeddable,sat
MGC?KACCGSCJPo}??,13-grid embeddable,sat
MGC?KACCOSCFPo}??,13-grid embeddable,sat
MGC?KACCP@@XPc}??,embeddable,sat
MGC?KACGGUAQPO}??,5-grid embeddable,sat
MGC?KACGGa`WP_}??,5-grid embeddable,sat
MGC?KACGGe@IP`}??,embeddable,sat
MGC?KACGO``WP_}??,5-grid embeddable,sat
MGC?KACGQH@WCc}??,9-grid embeddable,sat
MGC?KADA@CaWPC}??,9-grid embeddable,sat
MGC?KADAPCAPPC}??,5-grid embeddable,sat
MGC?KADC?SCJPc}??,embeddable,sat
MGC?KADC@?`XPc}??,embeddable,sat
MGC?KADG?a`QP_}??,5-grid embeddable,sat
MGC?KADG?c`IP`}??,13-grid embeddable,sat
MGC?KAEA?aCYPE}??,5-grid embeddable,sat
MGC?KAEG?c`IPP}??,embeddable,sat
MGC?KAEGQAAaAa}??,5-grid embeddable,sat
MGC?KCGD@KOKOL}??,embeddable,sat
MGC?KCICPGO`OL}??,21-grid embeddable,sat
MGC?KCID@GOHOL}??,13-grid embeddable,sat
MGC?KECSPPB?@`w@_,embeddable,sat
MGC?KGHC@KOQOL}??,embeddable,sat
MGC?KGgFCC?TSPwE?,embeddable,sat
MGC?KIAG?QaEP_}??,7-grid embeddable,sat
MGC?KIAG?c`EPP}??,embeddable,sat
MGC?KIAOP@@QDA}??,7-grid embeddable,sat
MGC?KKIC@GOBOL}??,embeddable,sat
MGC?O_c_SG_sOp}??,embeddable,sat
MGC?O_c_[G?pOp}??,embeddable,sat
MGC?OaCGYG?p_p}??,embeddable,sat
MGC?OaC_`A_lPc}G?,5-grid embeddable,sat
MGC?S?a_Og?fPo}??,embeddable,sat
MGC?S?a`Gg?hOp}??,embeddable,sat
MGC?S?c_Og_sOp}??,minimally unembeddable,unsat
MGC?S?c_Wg?pOp}??,embeddable,sat
MGC?S?c_gg?hOp}??,13-grid embeddable,sat
MGC?SC__Gg?fPo}??,embeddable,sat
MGC?SG__Gg?VPo}??,embeddable,sat
MGC?SGa_?__fPo}??,embeddable,sat
MGC?SGc_?__VPo}??,embeddable,sat
MGC?SGc_?g_UOp}??,embeddable,sat
